"UID","Rec","Name","Inf","AT Apps","AT Gls","Salary","Min Fee Rls","Pas %","Str","xG"
2000181765,"- -  -","Julian Oerip","","1","-","$9,250 p/a","-","-",5,"-"
2000130266,"- -  -","Jacob Cowler","","-","-","$32,500 p/a","-","-",5,"-"
2000130374,"- -  -","Moses Cobnan","","41","10","$480,000 p/a","-","94%",8,"0.22"
2000332726,"- -  -","Primin Reinheimer","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000332728,"- -  -","Ioan Boșneag","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000332730,"- -  -","Luca Bărbulescu","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000020353,"- -  -","Tyron Perret Gentil","Yth","1","-","$8,500 p/a","-","100%",7,"0.09"
2000020018,"- -  -","Junior Robinson","","-","-","$32,500 p/a","-","-",7,"-"
2000019858,"- -  -","Isaac Monteiro","Trn","1","-","$22,000 p/a","-","75%",7,"0.15"
2000130972,"- -  -","Valentin Atangana Edoa","Wnt","7","-","$61,000 p/a","-","-",10,"-"
2000131014,"- -  -","Eden Page","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000088443,"- -  -","Jonathan Foss","","2","-","$111,000 p/a","-","-",9,"-"
2000121677,"- -  -","Dimitris Keramitsis","","1","-","$45,500 p/a","-","-",12,"-"
2000216313,"- -  -","Lucas Mincarelli","","12","1","$99,500 p/a","-","-",7,"-"
2000188092,"- -  -","Tony Biakolo","IPR","-","-","$3,900 p/a","-","-",6,"-"
2000103118,"- -  -","Kevin Zeroli","","-","-","$223,000 p/a","-","-",10,"-"
2000321656,"- -  -","Luka-Viktor Butka","Yth","-","-","$3,600 p/a","-","-",8,"-"
2000321650,"- -  -","Seen Mayer","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000321639,"- -  -","Yannik Wagner","Yth","-","-","$3,600 p/a","-","-",4,"-"
52071535,"- -  -","Brad Lyons","","166","20","$110,000 p/a","-","87%",7,"0.16"
2000268615,"- -  -","Ellis Clark","","-","-","$13,000 p/a","-","-",3,"-"
2000321655,"- -  -","Marlon D'Elia","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000300222,"- -  -","Darío","","-","-","$16,000 p/a","$195K","-",7,"-"
2000132376,"- -  -","Valentijn Zandbergen","Yth","-","-","$7,500 p/a","-","-",1,"-"
2000273443,"- -  -","Boet Mulders","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000321653,"- -  -","Joaquim Agyemang","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000300238,"- -  -","Jorge Castellanos","","-","-","$16,000 p/a","$205K","-",4,"-"
83261892,"- -  -","Pedro Souza","","1","-","$81,000 p/a","-","-",6,"-"
2000220178,"- -  -","Álex Morata","","1","-","$16,000 p/a","$185K","-",8,"-"
2000257876,"- -  -","Simon Kalberlah","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000175318,"- -  -","Imran Nazih","","34","1","$15,750 p/a","-","-",6,"-"
2000332723,"- -  -","Ertan Ataseven","Yth","-","-","$3,600 p/a","-","-",8,"-"
2000332725,"- -  -","Quentin Lalsing","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000042600,"- -  -","Safouane Karim","Trn","-","-","$8,500 p/a","-","-",2,"-"
2000180381,"- -  -","Daniel Kelly","","14","-","$32,500 p/a","-","-",7,"-"
2000257892,"- -  -","Esad Smailji","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000327144,"- -  -","Adrian Zollner","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000257894,"- -  -","Evaldo Karaj","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000257808,"- -  -","Emil Braun","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000238350,"- -  -","Adrián Martín","","-","-","$16,000 p/a","$400K","-",4,"-"
2000257897,"- -  -","Fynn Laurin Stoehr","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000257896,"- -  -","Max Pfister","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000196973,"- -  -","Melle Roede","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000314279,"- -  -","Soehayle Aarass","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000327138,"- -  -","Kevin Manthey","Yth","-","-","$3,600 p/a","-","-",8,"-"
93104372,"- -  -","Julian Larsson","Trn","-","-","$65,000 p/a","-","-",7,"-"
2000134953,"- -  -","Timo Jansink","","-","-","$22,000 p/a","-","-",8,"-"
2000287710,"- -  -","Jahrnell Wijngaarde","Yth","1","-","$6,250 p/a","-","-",6,"-"
2000019726,"- -  -","Lapo Nava","","-","-","$182,000 p/a","-","-",12,"-"
28124744,"- -  -","Cardo Siddik","Inj","-","-","$39,000 p/a","-","-",11,"-"
2000197107,"- -  -","Ali Rabaiah","","-","-","$36,000 p/a","-","-",5,"-"
2000280045,"- -  -","Iker Pagaza","","-","-","$19,500 p/a","$10.75M","-",7,"-"
2000157324,"- -  -","Ioan Vermeşan","Yth","5","-","$14,250 p/a","-","-",10,"-"
2000321657,"- -  -","Luke Schmidt","Yth","-","-","$3,600 p/a","-","-",6,"-"
61098184,"- -  -","Kevin Hanratty","Trn","33","6","$39,000 p/a","-","-",5,"-"
2000314306,"- -  -","Geronimo Londar","","-","-","$9,750 p/a","-","-",9,"-"
2000254505,"- -  -","Christovie Kondolo","","-","-","$19,500 p/a","-","-",5,"-"
2000227058,"- -  -","Geatan Trenidad","Yth","-","-","$6,250 p/a","-","-",4,"-"
2000213940,"- -  -","Fallou Fall","","15","1","$36,000 p/a","-","-",12,"-"
2000226976,"- -  -","Brian van den Boogaard","","-","-","$12,500 p/a","-","-",9,"-"
2000082335,"- -  -","Nikita Matyunin","","-","-","$21,500 p/a","-","-",13,"-"
2000249736,"- -  -","Sem Pepers","","1","-","$11,000 p/a","-","83%",7,"0.00"
2000309010,"- -  -","Charlie Stevens","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000218383,"- -  -","Björn Otte","","-","-","$14,000 p/a","-","-",9,"-"
2000310436,"- -  -","Julen Zubelzu","","-","-","$16,000 p/a","$175K","-",6,"-"
2000218409,"- -  -","Niek Janssen","","-","-","$16,750 p/a","-","-",6,"-"
2000259376,"- -  -","Jesper Schlich","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000229262,"- -  -","Furkan Ulutas","","-","-","$10,750 p/a","-","-",6,"-"
2000257889,"- -  -","Til Rohde","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000314451,"- -  -","Mees Adrichem","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000258436,"- -  -","Isai Middag","","-","-","$13,500 p/a","-","-",5,"-"
2000034879,"- -  -","Jan Oliveras","","-","-","$47,000 p/a","-","-",7,"-"
2000321649,"- -  -","Tobias Weigel","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000257881,"- -  -","Julian Techt","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000257891,"- -  -","Samuel Reiter","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000289509,"- -  -","Yaël Thébault","Yth","-","-","$3,900 p/a","-","-",9,"-"
2000103339,"- -  -","Jordan Longhi","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000327171,"- -  -","Georg Tidow","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000257819,"- -  -","Marlon Herderich","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000257818,"- -  -","Ben Hugel","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000096539,"- -  -","Elvic Jager","","-","-","$13,000 p/a","-","-",2,"-"
2000257810,"- -  -","Salih Hoxhaj","","-","-","$36,000 p/a","-","-",3,"-"
2000132925,"- -  -","Mate Antunović","Yth","-","-","$325 p/a","-","-",12,"-"
2000332713,"- -  -","Lores Muji","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000332714,"- -  -","Alan Kolacki","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000332716,"- -  -","David Luburic","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000257820,"- -  -","Leon Hayer","Yth","-","-","$3,600 p/a","-","-",8,"-"
2000332718,"- -  -","Anton Helmle","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000332719,"- -  -","Tim Seibold","Yth","-","-","$3,600 p/a","-","-",5,"-"
2000332720,"- -  -","Ilirian Ropica","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000210790,"- -  -","Rodrigo Marina","","1","-","$16,000 p/a","$600K","-",9,"-"
2000205287,"- -  -","Fodé Sylla","","-","-","$39,000 p/a","-","-",13,"-"
2000257806,"- -  -","Colin Haug","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000257802,"- -  -","Luca Wünsch","","-","-","$36,000 p/a","-","-",4,"-"
37079164,"- -  -","Willard Timmerman","","-","-","$11,500 p/a","-","-",10,"-"
2000024749,"- -  -","Francesco Chesti","","-","-","$47,000 p/a","-","-",13,"-"
2000332717,"- -  -","Fabian Mich","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000203757,"- -  -","Olivier van Zijl","Yth","-","-","$6,250 p/a","-","-",7,"-"
2000130517,"- -  -","Patrik Majdandžić","","-","-","$22,500 p/a","-","-",9,"-"
2000241381,"- -  -","Matvey Kislyak","Loa","3","-","$36,000 p/a","-","82%",7,"0.10"
2000273434,"- -  -","Michael Bresser","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000314305,"- -  -","Martin Tsankov","","-","-","$9,750 p/a","-","-",6,"-"
2000314410,"- -  -","Ruben van der Veen","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000314411,"- -  -","Eser Gürbüz","","-","-","$9,000 p/a","-","-",1,"-"
2000314450,"- -  -","Kenzo Riedewald","Yth","-","-","$5,500 p/a","-","-",4,"-"
2000314453,"- -  -","Kiani Inge","Yth","-","-","$5,500 p/a","-","-",5,"-"
29140275,"- -  -","Miles Welch-Hayes","","200","7","$84,500 p/a","-","71%",12,"0.00"
2000314469,"- -  -","Teun van der Ent","Yth","-","-","$5,500 p/a","-","-",1,"-"
2000314471,"- -  -","Jessy Basfielt","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000021531,"- -  -","Justin Kumi","","-","-","$46,000 p/a","-","-",11,"-"
2000021606,"- -  -","Flavio Russo","","4","-","$37,500 p/a","-","-",12,"-"
2000321638,"- -  -","Ben Cahani","Yth","-","-","$3,600 p/a","-","-",4,"-"
2000321640,"- -  -","Alessio Gusciglio","Yth","-","-","$3,600 p/a","-","-",6,"-"
2000321643,"- -  -","David Belec","Yth","-","-","$3,600 p/a","-","-",7,"-"
2000321645,"- -  -","Henrik Niggel","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000257895,"- -  -","Jonas Buchberger","Yth","-","-","$3,600 p/a","-","-",3,"-"
2000227053,"- -  -","Peter Quispel","","-","-","$18,250 p/a","-","-",4,"-"
2000098247,"- -  -","Alessandro Milani","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000097989,"- -  -","Luca Di Maggio","Wnt","-","-","$14,250 p/a","-","-",8,"-"
2000287837,"- -  -","Enzo Sternal","","-","-","$36,000 p/a","-","-",8,"-"
2000300218,"- -  -","Diego Rosado","","-","-","$16,000 p/a","$155K","-",5,"-"
2000035300,"- -  -","Clinton Nsiala Makengo","","-","-","$54,500 p/a","-","-",15,"-"
2000101845,"- -  -","Axel Guessand","Trn","4","-","$129,000 p/a","-","90%",15,"0.00"
2000045289,"- -  -","Jordan Boli","Trn","1","-","$37,500 p/a","-","83%",9,"0.00"
2000181761,"- -  -","Bernt Klaverboer","","-","-","$16,000 p/a","-","-",5,"-"
49060922,"- -  -","Corentin Louakima","Trn","-","-","$36,500 p/a","-","-",7,"-"
2000141221,"- -  -","Roni Klisurica","Yth","-","-","$8,500 p/a","-","-",7,"-"
2000302165,"- -  -","Alejandro Herranz","","-","-","$16,000 p/a","$175K","-",8,"-"
2000183006,"- -  -","Diego Sia","Wnt","-","-","$56,500 p/a","-","-",7,"-"
2000101147,"- -  -","Jacopo Bacci","Yth","1","-","$8,500 p/a","-","-",5,"-"
2000068019,"- -  -","Naygiro Sambo","Yth","1","-","$8,500 p/a","-","88%",6,"0.00"
2000279711,"- -  -","Yanis Issoufou","Yth","-","-","$3,900 p/a","-","-",7,"-"
2000310495,"- -  -","Darío Ramírez","","-","-","$16,000 p/a","$185K","-",4,"-"
2000104442,"- -  -","João Conceição","","-","-","$120,000 p/a","-","-",10,"-"
2000183048,"- -  -","Adam Bakoune","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000199280,"- -  -","Elisha Ghartey","Inj","1","-","$6,250 p/a","-","-",1,"-"
2000133913,"- -  -","Yaroslav Arbuzov","Trn","10","2","$36,000 p/a","-","86%",6,"0.26"
2000054493,"- -  -","Omar Mohamedhoesein","Yth","-","-","$8,500 p/a","-","-",9,"-"
2000169768,"- -  -","Gustav Arcos Sundqvist","","-","-","$12,250 p/a","-","-",7,"-"
2000169857,"- -  -","Alexander Simmelhack","","3","-","$52,000 p/a","-","100%",10,"0.00"
2000222076,"- -  -","Archie Chaplin","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000024748,"- -  -","Luigi Cherubini","","3","-","$239,000 p/a","-","75%",8,"0.04"
2000222077,"- -  -","Pele Arganese-McDermott","","-","-","$42,000 p/a","-","-",6,"-"
2000141441,"- -  -","Iker Otadui","","-","-","$16,000 p/a","$475K","-",4,"-"
2000287917,"- -  -","Kristoffel van Eldik","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000335217,"- -  -","Jan Encuentra","","-","-","$16,000 p/a","$675K","-",6,"-"
2000335218,"- -  -","Iván Corralejo","","-","-","$19,500 p/a","$1.7M","-",2,"-"
2000105017,"- -  -","Larsson Coulibaly","","-","-","$33,500 p/a","-","-",6,"-"
2000046666,"- -  -","Jordy de Beer","","-","-","$16,500 p/a","-","-",11,"-"
2000035787,"- -  -","Trustin van 't Loo","","5","-","$10,250 p/a","-","83%",6,"0.06"
2000201626,"- -  -","Gianmarco Di Biase","Inj","35","12","$14,250 p/a","-","-",9,"-"
2000249733,"- -  -","Senna Westerveld","Yth","-","-","$6,250 p/a","-","-",7,"-"
2000179621,"- -  -","David Voute","Yth","-","-","$7,500 p/a","-","-",5,"-"
2000203749,"- -  -","Duwain Jackson","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000096278,"- -  -","Pietro Comuzzo","Wnt","1","-","$161,000 p/a","-","86%",12,"0.00"
2000130642,"- -  -","Timofey Kashintsev","Trn","14","-","$32,000 p/a","-","-",11,"-"
2000170028,"- -  -","Lennon Miller","","13","1","$42,000 p/a","-","91%",13,"0.18"
2000098305,"- -  -","Saverio Domanico","Trn","-","-","$14,250 p/a","-","-",12,"-"
2000169938,"- -  -","Santino Samuyiwa","","-","-","$16,000 p/a","$125K","-",9,"-"
2000183003,"- -  -","Dorian Paloschi","Yth","-","-","$14,250 p/a","-","-",11,"-"
58128193,"- -  -","Idris Umaev","","95","22","$39,500 p/a","-","90%",7,"1.47"
2000321642,"- -  -","Matti Berner","Trn","-","-","$3,600 p/a","-","-",4,"-"
2000184409,"- -  -","Leonardo Mendicino","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000273437,"- -  -","Benjamin Khaderi","","-","-","$11,750 p/a","-","-",7,"-"
2000321647,"- -  -","Marco Ostuni","Yth","-","-","$3,600 p/a","-","-",8,"-"
2000268036,"- -  -","Wassim Bouziane","","-","-","$13,500 p/a","-","-",3,"-"
27160155,"- -  -","Marco Bruhn","Trn","-","-","$43,500 p/a","-","-",7,"-"
61080840,"- -  -","Fraser Murray","","95","7","$97,500 p/a","-","85%",7,"0.00"
2000273634,"- -  -","Andreas Ioannou","Trn","-","-","$34,000 p/a","-","-",12,"-"
45112327,"- -  -","Yutaro Oda","","65","6","$130,000 p/a","-","88%",10,"0.97"
83297773,"- -  -","Fodé Konaté","Wnt","8","1","$46,000 p/a","-","-",11,"-"
2000213562,"- -  -","Eus Waayers","","-","-","$12,000 p/a","-","-",1,"-"
2000055459,"- -  -","Camil Mmaee","Frt","1","-","$20,000 p/a","-","-",10,"-"
2000199256,"- -  -","Mees Eppink","","-","-","$12,750 p/a","-","-",6,"-"
2000141496,"- -  -","Eñaut Lete","","-","-","$16,000 p/a","$325K","-",5,"-"
2000280468,"- -  -","Diogo Ferreira","Yth","-","-","$3,600 p/a","-","-",10,"-"
2000229269,"- -  -","Ismail Ka","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000096581,"- -  -","Alessandro Bolzan","Trn","-","-","$14,250 p/a","-","-",4,"-"
2000269520,"- -  -","Aaron Bouwman","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000229718,"- -  -","Jon Martín","","3","-","$41,500 p/a","$32M","-",11,"-"
2000231535,"- -  -","Rob Tol","","55","1","$9,750 p/a","-","-",8,"-"
2000273439,"- -  -","Rivas Manuhutu","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000095283,"- -  -","Sheriff Kassama","","1","-","$25,500 p/a","-","-",12,"-"
2000139798,"- -  -","Siebe Schieman","Yth","-","-","$7,500 p/a","-","-",7,"-"
2000116604,"- -  -","Noah Raveyre","","1","-","$47,000 p/a","-","-",9,"-"
2000229195,"- -  -","Bo Geurts","Yth","4","2","$8,500 p/a","-","74%",7,"0.94"
2000241574,"- -  -","Andy Visser","Yth","3","1","$8,500 p/a","-","82%",7,"0.32"
2000126871,"- -  -","Jeppe Corfitzen","","2","-","$24,500 p/a","-","86%",5,"0.00"
2000127210,"- -  -","Hamidou Diallo","","-","-","$36,000 p/a","-","-",6,"-"
2000260911,"- -  -","Emeka Adiele","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000128220,"- -  -","James Wright","","-","-","$39,000 p/a","-","-",4,"-"
2000260913,"- -  -","Gabriel Caliste","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000260914,"- -  -","Preston Fearon","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000260917,"- -  -","Ezra Mayers","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000260918,"- -  -","Jethro Medine","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000128236,"- -  -","Harvey Rhoades","","-","-","$32,500 p/a","-","-",7,"-"
2000260921,"- -  -","Elisha Sowunmi","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000261095,"- -  -","Giannino Vianello","","-","-","$10,000 p/a","-","-",2,"-"
2000176656,"- -  -","Isaiah Ahmed","","-","-","$8,250 p/a","-","-",5,"-"
2000130212,"- -  -","Jayden Barber","","-","-","$39,000 p/a","-","-",3,"-"
2000134406,"- -  -","Edward Jones","","-","-","$32,500 p/a","-","-",4,"-"
2000197996,"- -  -","Mason Rees","","-","-","$32,500 p/a","-","-",6,"-"
2000197997,"- -  -","Fabian Reynolds","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000135060,"- -  -","David Watson","","14","-","$52,000 p/a","-","96%",9,"0.00"
2000198468,"- -  -","David Easmon","Yth","-","-","$7,500 p/a","-","-",6,"-"
2000235899,"- -  -","Maik Poeketie","Yth","3","-","$3,200 p/a","-","67%",11,"0.00"
2000177059,"- -  -","Tim Haksteeg","","-","-","$9,250 p/a","-","-",6,"-"
2000198607,"- -  -","Evan Anderson","Trn","2","-","$9,250 p/a","-","54%",10,"0.00"
2000238362,"- -  -","Alejandro Vergaz","","-","-","$16,000 p/a","$350K","-",5,"-"
2000189864,"- -  -","Darren Palmer","Yth","-","-","$14,250 p/a","-","-",1,"-"
2000189865,"- -  -","Scott Bailey","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000264229,"- -  -","Ardaitz Villorejo","","-","-","$16,000 p/a","$21.5M","-",7,"-"
2000189869,"- -  -","Harry Powell","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000266200,"- -  -","Pau Mascaró","","20","2","$16,000 p/a","$165K","-",7,"-"
2000199176,"- -  -","Jack Waldron","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000199178,"- -  -","Brandon Ly","Trn","-","-","$14,250 p/a","-","-",4,"-"
2000267399,"- -  -","Bendegúz Kovács","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000199180,"- -  -","Mekhi Haughton-Parris","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000268510,"- -  -","Marco Ribeiro","","-","-","$28,000 p/a","-","-",5,"-"
2000199184,"- -  -","Billy Blacker","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000189870,"- -  -","Rory Powell","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000136195,"- -  -","Mattia Tavanti","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000189872,"- -  -","Johnny Emerson","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000199260,"- -  -","Leandro Martins","","3","-","$75,000 p/a","-","-",9,"-"
2000199271,"- -  -","Tiago Pinto","","-","-","$83,500 p/a","-","-",10,"-"
2000189951,"- -  -","Cristian Totti","Trn","-","-","$14,250 p/a","-","-",9,"-"
2000269293,"- -  -","Mattia Mosconi","Yth","-","-","$14,250 p/a","-","-",9,"-"
2000269519,"- -  -","Jahyendrow Amour","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000136197,"- -  -","Andrea Coati","Inj","-","-","$14,250 p/a","-","-",5,"-"
2000269521,"- -  -","Janairo Concincion","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000269522,"- -  -","Nick de Koning","Yth","-","-","$5,500 p/a","-","-",2,"-"
2000269523,"- -  -","Aymean El Hani","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000269524,"- -  -","Bashan Enoh","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000136220,"- -  -","Cristian Serra","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000269526,"- -  -","Rick Luijer","Yth","-","-","$5,500 p/a","-","-",7,"-"
2000269527,"- -  -","Lyfe Oldenstam","Yth","-","-","$5,500 p/a","-","-",8,"-"
2000136228,"- -  -","Nicola Patanè","","-","-","$38,500 p/a","-","-",9,"-"
2000199326,"- -  -","Hylke van der Mast","Yth","-","-","$6,250 p/a","-","-",5,"-"
2000136267,"- -  -","Giuseppe Mazzola","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000270349,"- -  -","Gustavo Ferreira","Yth","-","-","$3,600 p/a","-","-",11,"-"
2000270803,"- -  -","Tiebe Coppin","Yth","4","1","$3,200 p/a","-","70%",8,"0.55"
2000270834,"- -  -","Karl Tchounjin","Yth","2","-","$3,200 p/a","-","68%",6,"1.61"
2000136273,"- -  -","Gabriele Vedovati","Trn","-","-","$14,250 p/a","-","-",8,"-"
2000270843,"- -  -","Zyan Desoete","Yth","1","-","$3,200 p/a","-","50%",5,"0.00"
2000270844,"- -  -","Lucas Delorge","Yth","2","1","$3,200 p/a","-","70%",8,"0.00"
2000136277,"- -  -","Riccardo Miconi","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000137012,"- -  -","Damián van der Vaart","Yth","-","-","$6,250 p/a","-","-",1,"-"
2000139793,"- -  -","Gustavo Lacerda","","19","-","$3,200 p/a","-","-",4,"-"
2000271434,"- -  -","Jimmy Sinclair","","-","-","$32,500 p/a","-","-",4,"-"
2000202651,"- -  -","Saná Fernandes","","-","-","$79,000 p/a","-","-",6,"-"
2000271919,"- -  -","David Pejičić","Yth","-","-","$14,250 p/a","-","-",10,"-"
2000140890,"- -  -","Jackson Izquierdo","","-","-","$39,000 p/a","-","-",6,"-"
2000141159,"- -  -","Billy Eastwood","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000204002,"- -  -","Mohamed Salah El Boukammiri","Inj","31","4","$50,000 p/a","-","55%",6,"0.51"
2000141317,"- -  -","Delano McCoy-Splatt","","-","-","$32,500 p/a","-","-",4,"-"
2000142145,"- -  -","Harry Moss","","-","-","$22,500 p/a","-","-",7,"-"
2000272473,"- -  -","Jevan Beattie","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000143240,"- -  -","Tijmen Niekel","Yth","-","-","$8,500 p/a","-","-",6,"-"
215481,"- -  -","Harry Paton","","147","10","$81,000 p/a","-","90%",8,"1.06"
12093893,"- -  -","Pathé Mboup","","2","-","$102,000 p/a","-","53%",8,"0.17"
2000205568,"- -  -","Alphadjo Cissé","Yth","-","-","$14,250 p/a","-","-",9,"-"
2000190514,"- -  -","Travis Hernes","","-","-","$65,000 p/a","-","-",7,"-"
2000190834,"- -  -","Fabrício Garcia","","36","14","$25,000 p/a","-","-",6,"-"
18115793,"- -  -","Mâlik Wanya","","13","2","$22,000 p/a","-","-",4,"-"
19311819,"- -  -","Weverson","Inj","38","-","$34,500 p/a","$10.75M","100%",9,"0.00"
2000273277,"- -  -","Mikel Francis","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000273279,"- -  -","Freddie Taylor","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000273280,"- -  -","Kaya Halil","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000273283,"- -  -","Konstantin Ivanov","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000312492,"- -  -","Hugo Martín","","28","4","$16,000 p/a","$155K","-",5,"-"
2000273284,"- -  -","Ollie Shield","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000273285,"- -  -","Yaw Agyei","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000273296,"- -  -","Chanse Headman","","-","-","$22,500 p/a","-","-",7,"-"
2000273432,"- -  -","Manuel Bahaty","Yth","-","-","$5,500 p/a","-","-",8,"-"
28059435,"- -  -","Dave Richards","","81","-","$55,000 p/a","-","-",12,"-"
2000191766,"- -  -","Nathan Morana","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000210133,"- -  -","Zane Albarus","Yth","-","-","$14,250 p/a","-","-",8,"-"
2000210134,"- -  -","Lorenz Ferdinand","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000210135,"- -  -","Harry Lee","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000210136,"- -  -","Charlie Tasker","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000210137,"- -  -","Jaydon Fuller","Yth","-","-","$14,250 p/a","-","-",5,"-"
2000314092,"- -  -","D'Angelo Grootfaam","Yth","-","-","$6,250 p/a","-","-",7,"-"
2000210138,"- -  -","Yussif Moro Owusu","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000314097,"- -  -","Revellinio Radi","Yth","-","-","$6,250 p/a","-","-",7,"-"
2000273470,"- -  -","Marcell Washington","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000191774,"- -  -","Wellity Lucky","","-","-","$50,000 p/a","-","-",7,"-"
2000191779,"- -  -","Kerron Samuels","","-","-","$32,500 p/a","-","-",10,"-"
2000210141,"- -  -","Sahil Bashir","","-","-","$39,000 p/a","-","-",4,"-"
2000273474,"- -  -","Saheed Olagunju","Yth","-","-","$14,250 p/a","-","-",9,"-"
2000273475,"- -  -","Kai Crampton","Yth","-","-","$14,250 p/a","-","-",6,"-"
29236448,"- -  -","Chima Eze","","2","-","$58,500 p/a","-","-",4,"-"
2000273496,"- -  -","Sekou Kaba","Yth","-","-","$14,250 p/a","-","-",2,"-"
2000191784,"- -  -","Nathan Giblin","Yth","-","-","$14,250 p/a","-","-",4,"-"
2000273646,"- -  -","Will Murdock","Yth","-","-","$14,250 p/a","-","-",3,"-"
2000314452,"- -  -","Jesse Larooi","Yth","-","-","$5,500 p/a","-","-",6,"-"
2000273647,"- -  -","Jacob Devaney","Yth","-","-","$14,250 p/a","-","-",7,"-"
2000314454,"- -  -","Saviola Simons","Yth","-","-","$5,500 p/a","-","-",5,"-"
2000273648,"- -  -","Zach Baumann","Yth","-","-","$14,250 p/a","-","-",6,"-"
2000191789,"- -  -","Francis Gyimah","Yth","-","-","$14,250 p/a","-","-",4,"-"
