"Unique_ID","Name_Detailed","Division","Nationality","Height","Age","Preferred_Foot","National_Team","Agility","Kicking","Jumping_Reach","Heading","Finishing","Dribbling","Balance","Anticipation","Aerial_Reach","Acceleration","One_On_Ones","Tackling","Stamina","Pace","Passing","Positioning","Strength","Vision","Scout_recommendation","Player_Status_Information_General","Continente","Preferred_Foot_dummy","National_Team_dummy","Europa","5_grandes_ligas"
57196654,"Rareş Burnete","Italian Serie A","ROU",73,19,"Right","U21",13,3,12,14,12,12,14,11,3,12,1,7,12,13,10,12,12,11,"- -  -","Wnt","Europa",0,1,1,1
28124572,"Josh Brooking","English Premier Division","ENG",73,21,"Right","",10,3,7,8,9,7,9,10,3,15,2,14,14,14,7,9,8,7,"- -  -","","Europa",0,0,1,1
2000024428,"Radek Vítek","English Premier Division","CZE",78,19,"Right","U21",11,10,18,3,3,1,10,12,18,10,14,3,9,10,8,13,12,4,"- -  -","Trn","Europa",0,1,1,1
28124568,"Lucas Bergström","English Premier Division","FIN",80,21,"Right","Main",13,14,20,10,2,2,12,8,19,10,13,2,9,10,6,8,10,11,"- -  -","IPR","Otros",0,1,0,1
28122952,"Malachi Boateng","cinch Premiership","ENG",72,21,"Right","",11,2,12,10,6,10,12,13,3,12,1,12,14,11,13,10,13,13,"- -  -","","Europa",0,0,1,0
28122939,"Nathan Moriah-Welsh","English Premier Division","GUY",68,21,"Right","Main",11,1,7,6,8,10,10,9,3,14,2,8,12,12,10,9,10,10,"- -  -","Trn","Otros",0,1,0,1
29233144,"Adrion Pajaziti","English Premier Division","KOS",70,20,"Right","",9,1,9,6,13,9,14,8,4,11,3,13,13,9,10,9,9,10,"- -  -","Wnt","Europa",0,0,1,1
28122328,"Daniel Chesters","English Premier Division","ENG",69,21,"Right","",11,3,7,7,8,12,11,8,1,13,2,8,11,12,10,7,8,9,"- -  -","Trn","Europa",0,0,1,1
2000024722,"Gabriele Guarino","Italian Serie A","ITA",73,19,"Right","U20",12,3,12,13,7,7,12,14,3,12,2,13,12,12,11,13,12,11,"- -  -","Trn","Europa",0,1,1,1
2000108699,"Ronnie Stutter","English Premier Division","ENG",68,18,"Right","",12,3,5,7,12,7,6,11,2,16,1,5,14,14,6,6,5,12,"- -  -","","Europa",0,0,1,1
28122170,"Mackenzie Hunt","English Premier Division","ENG",69,21,"Left","",12,1,8,7,7,8,8,6,1,13,1,8,12,13,10,9,3,12,"- -  -","","Europa",1,0,1,1
2000072153,"Philipp Schulze","Bundesliga","GER",74,20,"Right","",13,10,14,7,1,3,11,9,12,8,12,2,9,8,8,12,12,8,"- -  -","Trn","Europa",0,0,1,1
66044734,"Oh Hyeon-Gyu","cinch Premiership","KOR",73,22,"Right","U23",16,2,13,12,12,12,13,11,3,12,3,7,14,12,8,9,16,11,"- -  -","","Asia",0,1,0,0
28121368,"Marcel Lewis","cinch Premiership","ENG",64,21,"Right","",11,2,4,4,8,7,6,7,1,14,3,9,10,11,10,9,6,9,"- -  -","Trn","Europa",0,0,1,0
2000027902,"Josh Adam","English Premier Division","SCO",71,19,"Right","",15,3,11,8,13,15,9,9,2,10,1,5,7,10,13,8,5,13,"- -  -","","Europa",0,0,1,1
2000134912,"Francis Okoronkwo","English Premier Division","ENG",72,19,"Right","",13,3,14,11,11,12,13,11,2,17,1,5,7,14,8,9,4,7,"- -  -","","Europa",0,0,1,1
2000025291,"Rhys Bennett","English Premier Division","ENG",73,19,"Right","",8,3,13,13,4,3,8,11,3,10,2,12,12,12,10,13,13,4,"- -  -","Trn","Europa",0,0,1,1
28116414,"Vítězslav Jaroš","English Premier Division","CZE",74,22,"Right","",14,10,10,6,3,2,10,9,11,11,10,2,12,9,8,9,8,8,"- -  -","Trn","Europa",0,0,1,1
28115923,"Oludare Olufunwa","cinch Premiership","NGA",73,22,"Right","",10,3,13,13,7,7,11,9,3,14,1,11,13,13,10,12,10,7,"- -  -","","Africa",0,0,0,0
28115786,"Paul Glatzel","English Premier Division","ENG",69,22,"Left","",12,1,7,8,11,11,8,11,1,13,2,5,11,12,11,9,9,10,"- -  -","Trn","Europa",1,0,1,1
58130183,"Maxim Sidorov","Russian Premier League","RUS",70,25,"Left","",13,4,8,12,9,10,11,12,1,13,3,10,13,13,9,9,8,10,"- -  -","","Europa",1,0,1,0
28110718,"Will Dennis","cinch Premiership","ENG",74,23,"Left","",11,13,13,6,2,3,9,10,13,10,11,1,10,10,11,12,12,10,"- -  -","","Europa",1,0,1,0
28106884,"Brandon Austin","English Premier Division","ENG",74,24,"Right","",12,12,14,1,1,2,10,14,11,11,14,3,9,12,6,11,13,9,"- -  -","","Europa",0,0,1,1
58103393,"Andrey Mendel'","Russian Premier League","RUS",73,28,"Right","",11,3,12,14,6,8,14,12,3,12,1,12,14,12,10,14,11,3,"- -  -","","Europa",0,0,1,0
28068193,"Kieran O'Hara","cinch Premiership","IRL",75,27,"Right","",11,11,14,2,2,1,12,13,13,8,13,3,13,8,7,12,11,9,"- -  -","","Europa",0,0,1,0
2000040338,"Finn Dicke","Portuguese Premier League","NED",71,19,"Right","",10,2,11,11,8,7,12,12,2,11,1,12,12,11,13,11,11,7,"- -  -","","Europa",0,0,1,0
27164470,"Patrick Dorgu","Italian Serie A","DEN",69,18,"Left","U21",15,3,11,10,11,13,12,14,1,14,3,8,12,15,13,9,13,12,"- -  -","","Europa",1,1,1,1
92091170,"Matthias Köbbing","Bundesliga","GER",77,26,"Right","",12,8,16,7,1,1,12,9,14,7,11,1,8,8,6,11,15,5,"- -  -","","Europa",0,0,1,1
2000194996,"Max Herrmann","Bundesliga","GER",72,18,"Right","",13,2,10,6,11,13,10,9,2,13,2,8,10,12,13,8,9,13,"- -  -","Wnt","Europa",0,0,1,1
2000123107,"Tyler Fredricson","English Premier Division","ENG",72,18,"Right","U19",12,3,13,11,4,7,10,14,3,12,2,9,12,13,12,12,9,6,"- -  -","Wnt","Europa",0,1,1,1
2000108364,"James McConnell","English Premier Division","ENG",72,19,"Right","",11,3,7,9,10,13,11,12,2,12,4,9,13,12,13,8,9,10,"- -  -","","Europa",0,0,1,1
2000198728,"Kadan Young","English Premier Division","ENG",66,17,"Right","",14,1,3,5,9,11,13,9,1,15,3,7,9,14,8,5,12,7,"- -  -","","Europa",0,0,1,1
58114923,"Artem Mamin","Russian Premier League","RUS",74,26,"Right","",9,2,13,12,7,10,12,12,3,8,3,12,13,11,12,12,11,7,"- -  -","","Europa",0,0,1,0
29236341,"Aaron Donnelly","cinch Premiership","NIR",73,20,"Left","",11,1,11,11,7,7,12,13,2,11,2,10,12,12,10,12,11,10,"- -  -","Inj","Europa",1,0,1,0
19280847,"Vitinho","Portuguese Premier League","BRA",69,23,"Right","",13,2,8,8,12,14,11,12,1,13,2,5,12,13,16,9,9,13,"- -  -","","Sudamerica",0,0,0,0
2000108031,"Will Lankshear","English Premier Division","ENG",70,18,"Right","U19",14,1,8,10,13,11,11,12,3,14,1,1,11,13,14,8,11,6,"- -  -","","Europa",0,1,1,1
83319855,"Dinis Pinto","Portuguese Premier League","POR",70,23,"Right","",12,2,8,6,9,11,12,10,3,13,3,9,13,13,9,10,9,10,"- -  -","","Europa",0,0,1,0
19173184,"Vinícius Silvestre","Portuguese Premier League","BRA",76,29,"Right","",12,13,17,2,1,2,8,11,15,13,13,2,14,10,15,13,10,6,"- -  -","","Sudamerica",0,0,0,0
2000083084,"Oscar Wiklöf","Bundesliga","FIN",74,20,"Right","",14,1,10,8,11,10,9,10,1,13,2,7,7,11,12,10,7,10,"- -  -","Inj","Otros",0,0,0,1
43606737,"Andrei Coubiş","Italian Serie A","ITA",76,19,"Right","",9,3,16,12,3,5,13,12,1,9,1,12,11,14,7,10,16,6,"- -  -","Inj","Europa",0,0,1,1
2000106725,"Rory Wilson","English Premier Division","SCO",72,17,"Right","",12,1,16,9,15,7,10,12,3,13,2,7,10,13,7,7,9,5,"- -  -","","Europa",0,0,1,1
58071609,"Khyzyr Appaev","Russian Premier League","RUS",75,33,"Right","",9,1,14,10,10,11,10,10,1,11,1,6,12,14,10,10,12,9,"- -  -","","Europa",0,0,1,0
29236486,"Imari Samuels","English Premier Division","ENG",74,20,"Left","",12,1,12,10,7,8,11,8,3,14,3,10,12,15,10,11,9,9,"- -  -","Trn","Europa",1,0,1,1
2000105710,"Iwan Morgan","English Premier Division","WAL",72,17,"Right","U21",11,1,10,8,13,11,12,11,2,12,3,7,9,11,9,6,10,11,"- -  -","","Europa",0,1,1,1
58071210,"Merabi Uridia","Russian Premier League","RUS",69,30,"Right","",14,3,8,6,13,11,13,11,1,14,1,6,12,13,9,9,8,8,"- -  -","Frt","Europa",0,0,1,0
18107448,"Mathias De Wolf","Jupiler Pro League","BEL",74,21,"Left","",8,1,14,9,11,10,7,11,2,11,3,11,10,11,13,11,11,14,"- -  -","","Europa",1,0,1,0
2000214136,"George Ilenikhena","Jupiler Pro League","FRA",73,17,"Left","U20",10,2,12,11,13,15,9,11,1,12,1,7,9,12,10,8,11,8,"- -  -","","Europa",1,1,1,0
16254084,"Paul Tschernuth","Bundesliga","AUT",73,21,"Left","",12,11,13,7,1,1,10,10,11,8,11,3,8,8,9,12,10,8,"- -  -","","Europa",1,0,1,1
37087094,"Serano Seymor","Eredivisie","NED",75,21,"Left","",12,2,13,13,4,10,11,11,1,13,3,15,11,11,11,12,9,9,"- -  -","","Europa",1,0,1,0
2000214374,"Kenan Haroun","Jupiler Pro League","BEL",70,17,"Right","",9,3,10,11,8,7,12,8,2,9,1,11,10,10,12,11,14,10,"- -  -","Yth","Europa",0,0,1,0
2000214377,"Olivier Janezic","Jupiler Pro League","BEL",67,17,"Right","U19",8,3,5,7,8,5,5,7,4,9,4,14,11,12,13,11,3,12,"- -  -","Yth","Europa",0,1,1,0
2000061148,"Jay Turner-Cooke","cinch Premiership","ENG",69,19,"Left","",11,3,9,8,12,11,9,10,3,12,2,10,9,12,12,6,10,10,"- -  -","","Europa",1,0,1,0
96129436,"Maik Nawrocki","cinch Premiership","POL",73,22,"Right","",11,2,14,13,7,11,12,12,4,13,1,13,13,13,14,13,12,8,"- -  -","","Europa",0,0,1,0
2000104444,"Vivaldo Semedo","Italian Serie A","POR",76,18,"Left","U20",12,2,15,10,14,11,11,12,3,14,2,4,12,15,8,5,13,9,"- -  -","Trn","Europa",1,1,1,1
96159935,"Mateusz Łęgowski","Italian Serie A","POL",71,20,"Right","",13,1,9,7,9,13,13,13,3,13,2,13,14,13,13,13,12,13,"- -  -","","Europa",0,0,1,1
58063209,"Mikhail Oparin","Russian Premier League","RUS",75,30,"Left","",9,10,15,7,1,3,11,12,13,8,12,1,12,10,8,12,15,6,"- -  -","","Europa",1,0,1,0
2000215455,"Ishé Samuels-Smith","English Premier Division","ENG",70,17,"Left","",10,2,15,11,6,9,11,9,2,13,3,14,8,14,11,10,10,7,"- -  -","","Europa",1,0,1,1
2000184619,"Tyrique George","English Premier Division","ENG",71,17,"Right","",8,3,10,4,8,10,7,6,2,14,1,4,8,13,7,5,6,9,"- -  -","","Europa",0,0,1,1
2000134411,"Jimi Gower","English Premier Division","ENG",70,18,"Right","",12,3,7,6,8,10,8,8,2,12,1,8,11,12,12,7,7,8,"- -  -","","Europa",0,0,1,1
83262106,"André Seruca","Portuguese Premier League","POR",75,22,"Right","",11,3,14,6,7,7,7,10,3,10,1,13,12,11,6,12,13,7,"- -  -","","Europa",0,0,1,0
61042104,"Lee Ashcroft","cinch Premiership","SCO",72,30,"Right","",8,1,15,14,5,9,9,12,1,8,2,12,8,8,8,13,12,8,"- -  -","","Europa",0,0,1,0
2000149882,"Ebenezer Akinsanmiro","Italian Serie A","NGA",67,18,"Right","U20",14,2,10,8,8,11,10,12,2,14,1,10,10,13,12,11,9,10,"- -  -","Yth","Africa",0,1,0,1
37072634,"Joey Kesting","Eredivisie","NED",73,22,"Right","",11,9,12,1,3,1,11,9,12,11,10,1,8,10,14,12,11,7,"- -  -","","Europa",0,0,1,0
49038231,"Scotty Sadzoute","Jupiler Pro League","FRA",68,25,"Left","",14,3,6,8,5,9,9,10,3,13,4,9,14,13,7,9,7,9,"- -  -","","Europa",1,0,1,0
83261124,"Hugo Oliveira","Portuguese Premier League","POR",69,21,"Right","",12,3,8,8,5,10,11,10,3,13,2,10,11,13,10,8,11,10,"- -  -","","Europa",0,0,1,0
83259135,"Samuel Lobato","Portuguese Premier League","POR",72,21,"Right","",9,3,10,11,10,11,13,11,3,10,1,7,12,13,12,8,14,12,"- -  -","Trn","Europa",0,0,1,0
2000216083,"Hindolo Mustapha","English Premier Division","ENG",72,17,"Right","",11,2,10,1,8,11,9,5,2,13,1,8,4,13,9,7,9,12,"- -  -","Yth","Europa",0,0,1,1
2000190299,"Elyh Harrison","English Premier Division","ENG",72,17,"Right","",13,12,13,2,2,2,8,10,13,11,11,3,8,10,13,11,7,8,"- -  -","","Europa",0,0,1,1
37073315,"Jenno Campagne","Eredivisie","NED",75,20,"Left","",12,3,19,10,7,8,11,8,1,9,2,7,14,9,9,5,10,13,"- -  -","Inj","Europa",1,0,1,0
2000184626,"Harrison Murray-Campbell","English Premier Division","ENG",73,17,"Right","U19",8,1,12,10,10,6,10,13,1,13,1,12,9,12,11,10,8,11,"- -  -","","Europa",0,1,1,1
58142437,"Alexandr Dolgov","Russian Premier League","RUS",72,24,"Right","",13,3,13,13,12,13,9,12,4,10,3,6,12,12,9,5,12,12,"- -  -","Frt","Europa",0,0,1,0
2000161868,"Mark O'Mahony","English Premier Division","IRL",69,18,"Right","",12,2,9,11,13,9,10,9,1,13,1,7,13,13,10,7,10,8,"- -  -","","Europa",0,0,1,1
2000006158,"Willy Kambwala","English Premier Division","FRA",76,19,"Right","",11,3,15,9,5,6,13,12,3,14,3,11,12,15,10,12,13,7,"- -  -","Wnt","Europa",0,0,1,1
37057747,"Benaissa Benamar","Eredivisie","MAR",75,26,"Right","",12,2,12,12,5,6,12,13,2,12,1,14,15,12,12,12,12,11,"- -  -","","Africa",0,0,0,0
2000295603,"Marc Bernal","Spanish First Division","ESP",74,16,"Left","U19",12,2,13,11,8,10,12,11,3,11,2,11,12,11,13,10,9,12,"- -  -","Inj","Europa",1,1,1,1
2000131971,"Umarali Rahmonaliyev","Russian Premier League","UZB",67,20,"Right","",14,3,6,10,11,13,11,13,2,14,2,8,13,14,10,9,7,8,"- -  -","Loa","Asia",0,0,0,0
2000046678,"Délano van der Heijden","Eredivisie","NED",74,18,"Right","",13,2,9,10,12,14,9,8,3,14,1,5,10,14,11,9,6,12,"- -  -","","Europa",0,0,1,0
2000298715,"Mikey Moore","English Premier Division","ENG",69,16,"Right","U19",11,1,8,4,11,13,10,9,4,10,3,4,7,10,11,4,4,14,"- -  -","Yth","Europa",0,1,1,1
2000307795,"Kiton Ekoli","Jupiler Pro League","BEL",69,16,"Left","",13,3,4,3,12,12,3,4,3,13,2,5,6,13,9,5,4,8,"- -  -","Yth","Europa",1,0,1,0
2000110283,"Afonso Rodrigues","Portuguese Premier League","POR",70,21,"Left","",13,1,7,10,11,12,12,8,2,13,3,5,10,13,11,6,7,12,"- -  -","Trn","Europa",1,0,1,0
2000131486,"João Veloso","Portuguese Premier League","POR",73,18,"Right","U20",12,2,7,6,10,11,12,11,2,12,3,9,11,13,13,9,11,14,"- -  -","","Europa",0,1,1,0
29222551,"Jordan Amissah","English Premier Division","GER",78,22,"Right","",13,13,15,1,1,3,10,10,15,6,11,3,10,6,9,12,14,8,"- -  -","","Europa",0,0,1,1
2000055146,"Chris Lokesa","Eredivisie","BEL",73,18,"Right","U20",13,2,9,7,9,13,8,12,3,14,1,8,10,14,13,7,9,12,"- -  -","","Europa",0,1,1,0
2000325316,"Pablo López","Spanish First Division","ESP",69,17,"Left","",12,4,7,6,11,11,14,8,3,13,3,6,9,12,14,6,4,9,"- -  -","","Europa",1,0,1,1
2000194093,"Jerome Scholz","Bundesliga","GER",69,18,"Left","",15,1,7,7,5,4,9,9,3,15,1,9,14,13,9,9,8,9,"- -  -","","Europa",1,0,1,1
28107484,"Diallang Jaiyesimi","cinch Premiership","ENG",70,25,"Right","",14,3,9,8,8,13,9,9,1,13,3,8,11,12,10,7,11,10,"- -  -","","Europa",0,0,1,0
28105523,"Jake Doyle-Hayes","cinch Premiership","IRL",69,24,"Right","",13,2,9,7,9,10,9,13,2,12,4,10,15,12,10,12,11,11,"- -  -","","Europa",0,0,1,0
43155683,"Federico Baschirotto","Italian Serie A","ITA",72,26,"Right","",12,1,14,16,13,10,12,15,2,12,1,13,13,12,10,13,17,11,"- -  -","","Europa",0,0,1,1
83297599,"Pedro Santos","Portuguese Premier League","POR",70,20,"Left","",12,3,6,6,10,13,10,10,1,12,1,7,9,12,13,7,7,13,"- -  -","","Europa",1,0,1,0
27092473,"Stefan Gartenmann","cinch Premiership","DEN",73,26,"Right","",11,1,13,13,6,8,13,7,2,13,4,13,12,15,12,10,13,11,"- -  -","","Europa",0,0,1,0
16191676,"Melih İbrahimoğlu","Eredivisie","AUT",69,23,"Right","",9,1,8,8,7,11,9,11,2,14,4,8,12,14,13,9,9,9,"- -  -","Frt","Europa",0,0,1,0
2000111259,"Christian Østergaard","Bundesliga","DEN",74,18,"Right","U21",11,2,13,13,8,6,10,6,1,10,1,16,10,11,11,16,7,8,"- -  -","","Europa",0,1,1,1
37078042,"Wassim Essanoussi","Eredivisie","NED",70,19,"Left","",12,2,9,8,9,14,11,12,1,12,2,5,10,11,14,6,9,11,"- -  -","","Europa",1,0,1,0
57181672,"Alexandru Borbei","Italian Serie A","ROU",72,20,"Right","U21",10,10,10,9,3,1,8,10,12,9,13,1,9,8,8,9,9,9,"- -  -","","Europa",0,1,1,1
37071193,"Richonell Margaret","Eredivisie","NED",72,23,"Right","",12,3,10,9,8,13,9,11,3,14,2,6,10,14,9,5,8,8,"- -  -","","Europa",0,0,1,0
2000134692,"Jaaso Jantunen","Bundesliga","FIN",77,18,"Right","U21",17,13,14,1,2,2,9,7,10,12,11,2,5,11,12,9,8,8,"- -  -","","Otros",0,1,0,1
2000254424,"Tijn Van Ingelgom","Jupiler Pro League","BEL",77,16,"Right","U20",10,12,13,7,3,1,2,9,11,7,9,2,1,9,12,10,6,1,"- -  -","Yth","Europa",0,1,1,0
2000079989,"Nikita Yermakov","Russian Premier League","RUS",72,20,"Right","",12,2,9,6,8,12,11,13,3,12,3,8,11,12,11,12,8,11,"- -  -","Trn","Europa",0,0,1,0
2000194085,"Noah Engelbreth","Bundesliga","GER",76,18,"Right","",10,1,15,9,8,2,8,12,1,9,2,13,7,11,10,14,7,9,"- -  -","","Europa",0,0,1,1
2000218552,"David Odogu","Bundesliga","GER",75,17,"Right","",10,3,14,12,6,10,12,8,1,12,1,12,9,13,11,12,12,9,"- -  -","","Europa",0,0,1,1
2000180877,"Charles Herrmann","Bundesliga","GER",71,17,"Left","",12,3,8,6,9,13,8,7,3,13,3,8,11,14,10,7,7,10,"- -  -","Yth","Europa",1,0,1,1
58142349,"Sergey Babkin","Russian Premier League","RUS",69,20,"Right","",15,3,8,11,12,14,13,10,1,12,2,12,13,13,14,10,4,11,"- -  -","","Europa",0,0,1,0
2000194966,"Felix Lange","Bundesliga","GER",74,19,"Right","",11,1,13,12,6,10,12,9,2,11,1,12,11,12,12,12,12,10,"- -  -","Inj","Europa",0,0,1,1
37079214,"Anouar El Azzouzi","Eredivisie","NED",74,22,"Right","",10,1,13,12,6,4,12,7,3,11,3,12,13,13,13,11,10,9,"- -  -","","Europa",0,0,1,0
2000128834,"Kayden Wolff","Eredivisie","NED",73,17,"Right","",13,1,12,11,12,12,12,11,2,12,2,6,9,12,15,4,9,12,"- -  -","","Europa",0,0,1,0
58154917,"Nikolay Tolstopyatov","Russian Premier League","RUS",76,21,"Right","",11,3,16,14,7,9,14,11,2,10,1,13,13,10,10,12,13,9,"- -  -","Trn","Europa",0,0,1,0
2000054215,"Roshaun Mathurin","English Premier Division","ENG",70,19,"Right","",12,3,9,7,8,12,10,9,1,13,2,5,12,12,8,7,8,8,"- -  -","","Europa",0,0,1,1
2000311613,"Maximilian Herwerth","Bundesliga","GER",75,17,"Right","",13,3,12,12,13,13,4,12,3,13,3,2,6,13,7,7,5,5,"- -  -","Yth","Europa",0,0,1,1
2000194087,"Valon Aliji","Bundesliga","MKD",73,18,"Right","",12,2,14,7,13,9,3,7,2,14,1,12,6,14,13,10,6,8,"- -  -","","Europa",0,0,1,1
2000194081,"Timon Kramer","Bundesliga","GER",71,18,"Right","",10,2,12,10,14,10,9,8,2,12,2,8,11,10,12,8,6,8,"- -  -","","Europa",0,0,1,1
61083490,"Innes Cameron","cinch Premiership","SCO",75,23,"Right","",9,3,15,16,10,9,9,11,3,9,3,5,13,9,7,8,15,7,"- -  -","","Europa",0,0,1,0
2000013729,"Yegor Ushakov","Russian Premier League","RUS",69,20,"Right","",14,1,7,6,8,12,10,9,1,14,2,8,10,13,10,11,6,8,"- -  -","","Europa",0,0,1,0
2000039728,"Dylan Reid","English Premier Division","SCO",70,18,"Right","",9,2,10,10,6,8,11,10,1,10,2,11,13,11,10,11,10,9,"- -  -","","Europa",0,0,1,1
2000075740,"André Gomes","Portuguese Premier League","POR",73,18,"Right","",13,12,12,7,3,1,12,11,10,12,11,2,13,12,12,10,12,10,"- -  -","Inj","Europa",0,0,1,0
58103623,"Timur Ayupov","Russian Premier League","RUS",72,30,"Right","",12,1,11,11,11,10,12,14,3,12,2,10,13,12,10,13,10,10,"- -  -","","Europa",0,0,1,0
2000105495,"Juri Kirchmayr","Bundesliga","AUT",72,17,"Right","U21",11,15,14,3,2,2,10,10,12,11,13,3,5,11,11,7,6,9,"- -  -","","Europa",0,1,1,1
2000182185,"Eryk Grzywacz","Bundesliga","POL",74,17,"Right","U21",9,1,15,12,6,6,11,9,1,7,3,12,7,10,16,13,7,8,"- -  -","Yth","Europa",0,1,1,1
2000090907,"Fabiano Rust","Eredivisie","NED",70,18,"Right","",13,2,5,12,14,14,10,12,1,13,3,5,9,13,10,5,8,8,"- -  -","","Europa",0,0,1,0
2000189121,"Tiago Pereira Cardoso","Bundesliga","LUX",75,17,"Right","",12,11,16,5,2,1,11,9,13,8,12,1,8,8,10,12,10,8,"- -  -","","Europa",0,0,1,1
2000150851,"Gaizka Albóniga-Menor","Spanish First Division","ESP",71,18,"Left","",12,1,11,8,11,6,7,9,3,14,3,13,9,13,14,7,7,7,"- -  -","","Europa",1,0,1,1
2000231612,"Benjamin Fredrick","English Premier Division","NGA",76,18,"Right","U20",9,2,14,13,5,1,8,9,1,8,1,13,13,12,7,14,5,7,"- -  -","","Africa",0,1,0,1
2000152012,"Amir Batyrev","Russian Premier League","RUS",69,21,"Right","",12,2,7,9,7,12,12,11,3,12,3,10,11,12,9,14,7,10,"- -  -","Loa","Europa",0,0,1,0
83228783,"Rodrigo Pinheiro","Portuguese Premier League","POR",72,21,"Right","",13,3,11,7,7,11,7,11,3,13,2,12,12,14,11,11,10,9,"- -  -","","Europa",0,0,1,0
37084867,"Jeffry Puriel","Eredivisie","NED",65,20,"Right","",13,3,3,5,8,11,11,11,3,11,3,5,10,12,10,5,9,11,"- -  -","","Europa",0,0,1,0
2000196519,"Anton Bäuerle","Bundesliga","GER",69,18,"Left","",14,3,7,8,5,11,5,9,4,14,2,10,9,14,12,4,6,7,"- -  -","","Europa",1,0,1,1
2000212732,"Noah Fenyő","Bundesliga","HUN",76,17,"Right","",11,2,16,6,7,3,7,6,1,13,2,13,6,13,12,10,8,12,"- -  -","","Europa",0,0,1,1
83297600,"João Tomé","Portuguese Premier League","POR",73,20,"Right","",11,2,12,9,8,11,11,11,2,13,1,11,12,13,10,7,13,10,"- -  -","","Europa",0,0,1,0
2000196514,"Matija Marsenic","Bundesliga","MNE",71,18,"Right","",11,1,6,7,9,7,9,9,4,10,3,11,14,11,10,9,5,9,"- -  -","","Otros",0,0,0,1
2000211664,"Reno Münz","Bundesliga","GER",71,17,"Left","",11,1,12,10,8,7,9,8,1,12,3,14,7,8,10,8,8,8,"- -  -","","Europa",1,0,1,1
58147379,"Ilja Vakhania","Russian Premier League","RUS",71,22,"Right","",11,1,9,9,8,9,12,11,2,12,2,13,12,12,10,11,7,12,"- -  -","","Europa",0,0,1,0
2000101662,"Kevin Lebersorger","Bundesliga","AUT",72,18,"Right","U21",13,1,13,9,4,6,9,9,2,15,1,12,11,13,10,10,6,6,"- -  -","","Europa",0,1,1,1
2000207832,"Ricardo Solbes","Italian Serie A","ARG",69,17,"Right","",14,2,8,9,11,13,12,10,1,13,3,6,11,13,9,6,9,8,"- -  -","","Sudamerica",0,0,0,1
2000242568,"Aiden Harangi","Bundesliga","USA",67,17,"Right","",11,3,3,8,6,6,9,7,2,14,3,14,14,10,10,12,4,12,"- -  -","","Norteamerica",0,0,0,1
2000259404,"Niklas Swider","Bundesliga","GER",74,16,"Right","",10,2,12,11,6,9,11,9,2,9,1,13,11,11,11,12,10,11,"- -  -","Yth","Europa",0,0,1,1
2000230024,"Bennit Bröger","Bundesliga","GER",71,17,"Right","",12,1,11,7,7,12,8,7,3,12,3,8,12,12,12,8,8,12,"- -  -","","Europa",0,0,1,1
2000259411,"Francis Onyeka","Bundesliga","GER",73,16,"Left","",12,2,11,7,10,13,9,8,3,12,1,8,9,12,13,7,7,12,"- -  -","Yth","Europa",1,0,1,1
67224246,"Manel Royo","Eredivisie","ESP",74,29,"Left","",11,3,10,10,6,10,11,12,1,13,3,12,12,11,11,12,8,8,"- -  -","Trn","Europa",1,0,1,0
50053002,"Mohamad Sylla","cinch Premiership","FRA",74,29,"Right","",9,1,12,11,7,11,12,13,1,11,2,14,14,11,11,12,13,11,"- -  -","","Europa",0,0,1,0
2000130471,"Noah Pesch","Bundesliga","CRO",66,18,"Right","",13,2,8,8,11,11,15,8,2,10,3,8,10,11,10,5,2,10,"- -  -","","Europa",0,0,1,1
2000290284,"Oleksandr Petrenko","Bundesliga","UKR",76,16,"Right","U21",10,8,16,1,1,1,6,11,13,9,12,2,3,7,11,8,8,7,"- -  -","Yth","Europa",0,1,1,1
2000180868,"Nico Vidic","Bundesliga","GER",71,16,"Left","",10,2,11,8,7,12,15,6,3,12,1,12,8,11,12,8,5,12,"- -  -","Yth","Europa",1,0,1,1
2000179548,"Anthony Pavlešić","Bundesliga","AUS",75,17,"Right","U23",12,9,15,6,1,2,10,8,12,8,12,3,8,9,9,12,11,8,"- -  -","","Asia",0,1,0,1
2000180861,"Almugera Kabar","Bundesliga","GER",73,17,"Left","",12,1,12,10,7,12,10,7,4,14,3,11,11,14,9,10,12,9,"- -  -","","Europa",1,0,1,1
2000180862,"Maximilian Hennig","Bundesliga","GER",70,16,"Left","",12,1,8,7,6,12,9,9,3,13,1,12,12,12,11,10,8,11,"- -  -","Yth","Europa",1,0,1,1
2000244202,"Jonathan Akaegbobi","Bundesliga","GER",73,17,"Right","",9,3,11,10,9,12,8,6,1,14,3,1,8,13,8,4,7,8,"- -  -","","Europa",0,0,1,1
2000020848,"Ivan Komarov","Russian Premier League","RUS",70,20,"Left","",10,2,8,5,11,12,12,9,3,10,1,8,10,12,13,9,6,11,"- -  -","Loa","Europa",1,0,1,0
2000257649,"Winners Osawe","Bundesliga","GER",74,16,"Right","",12,1,13,10,7,12,12,8,4,12,3,12,12,12,11,10,12,11,"- -  -","Yth","Europa",0,0,1,1
2000258630,"Yannick Michaelis","Bundesliga","GER",74,17,"Right","",12,2,14,12,14,14,8,12,1,9,1,3,11,11,12,6,6,8,"- -  -","","Europa",0,0,1,1
37088047,"Marcelencio Esajas","Eredivisie","NED",66,21,"Right","",13,3,5,5,10,11,12,13,3,13,3,15,12,12,12,11,5,13,"- -  -","","Europa",0,0,1,0
